1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.734180	0.000000	1847.423767	0.002413	631.2
1	-0.731463	0.000000	1847.423767	0.002636	4.8
2	-0.739269	0.000000	1847.423767	0.002051	4.9
3	-0.768092	0.000000	1847.423767	0.003338	6.2
4	-0.716876	0.000000	1847.423767	0.002543	4.8
5	-0.759563	0.000000	1847.423767	0.001898	5.0
6	-0.789480	0.000000	1847.423767	0.002066	5.2
7	-0.754336	0.000000	1847.423767	0.001916	4.8
8	-0.771211	0.000000	1847.423767	0.001872	4.6
9	-0.768308	0.000000	1847.423767	0.001516	4.6
10	-0.774484	0.000000	1847.423767	0.002247	4.9
11	-0.796223	0.000000	1847.423767	0.003137	5.0
12	-0.773013	0.000000	1847.423767	0.001711	5.2
13	-0.773804	0.000000	1847.423767	0.001653	4.9
14	-0.813023	0.000000	1847.423767	0.002096	4.6
15	-0.783423	0.000000	1847.423767	0.001880	4.8
16	-0.810244	0.000000	1847.423767	0.001660	5.0
17	-0.783487	0.000000	1847.423767	0.001844	5.0
18	-0.808484	0.000000	1847.423767	0.002036	5.5
19	-0.779859	0.000000	1847.423767	0.003500	5.4
20	-0.789336	0.000000	1847.423767	0.003418	5.3
21	-0.782303	1.000000	1763.449959	0.001828	5.2
22	-0.790154	0.596390	1796.406634	0.002210	5.2
23	-0.806419	1.596390	1716.906918	0.001726	4.8
24	-0.790145	2.413059	1657.019638	0.002133	5.2
25	-0.789115	2.195272	1672.577890	0.001456	5.5
26	-0.795862	1.791662	1702.196984	0.002222	5.9
27	-0.800919	2.791372	1630.670937	0.001921	6.1
28	-0.795377	3.791372	1564.895193	0.002080	5.9
29	-0.809324	3.387763	1590.793700	0.001604	6.1
30	-0.815498	4.387763	1528.133838	0.001702	6.0
31	-0.801993	3.984153	1552.820262	0.001688	6.9
32	-0.788730	4.984117	1493.062029	0.001511	5.9
33	-0.813515	4.580525	1516.618594	0.001697	6.3
34	-0.802196	4.177007	1540.925770	0.002628	6.5
35	-0.803302	5.177007	1482.060149	0.001738	6.2
36	-0.795660	6.177007	1427.526545	0.001827	6.0
37	-0.797664	5.773398	1449.046538	0.001895	6.4
38	-0.796401	5.369788	1471.225291	0.001483	6.3
39	-0.799269	6.369788	1417.471667	0.001769	5.8
40	-0.814085	5.966197	1438.686328	0.001566	6.4
41	-0.810113	5.600868	1458.444878	0.001581	5.8
42	-0.817177	6.120853	1430.482256	0.003097	6.4
43	-0.805479	7.032883	1383.942511	0.002814	6.2
44	-0.814049	8.032883	1336.274407	0.001476	6.3
45	-0.774616	9.032883	1291.780697	0.001526	6.2
46	-0.791829	8.629281	1309.376980	0.002096	8.5
47	-0.818410	8.225672	1327.459611	0.001834	5.9
48	-0.814129	7.822062	1346.048682	0.001996	8.3
49	-0.822686	8.792294	1302.212532	0.001365	5.3
50	-0.806998	8.390786	1320.002106	0.001263	6.2
51	-0.807946	9.121771	1287.968709	0.002004	5.6
52	-0.811800	10.121771	1246.583895	0.001833	5.2
53	-0.816886	11.121771	1207.775827	0.002117	5.5
54	-0.797635	12.121771	1171.311116	0.002165	5.3
55	-0.801763	13.121771	1136.983733	0.001936	5.6
